capitulo,titulo_corto,tipo_archivo,tamano_resuelto,fecha_publicacion,filename_final,url_descarga,url_pagina
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-junio-2023.xls,https://www.bps.gub.uy/bps/file/20774/3/i.-ingresos-y-egresos-globales.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,,06/11/2024,v_regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/file/20689/1/v_regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv_prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20688/1/iv_prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii_4_subsidios-por-maternidad-paternidad-y-crn.xls,https://www.bps.gub.uy/bps/file/20687/1/iii_4_subsidios-por-maternidad-paternidad-y-crn.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii_3_subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20686/1/iii_3_subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii_2_subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20685/1/iii_2_subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii_1_asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20684/1/iii_1_asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii_recaudacion.xls,https://www.bps.gub.uy/bps/file/20683/1/ii_recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-mayo-2023.xls,https://www.bps.gub.uy/bps/file/20682/3/i.-ingresos-y-egresos-globales.-mayo-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,,06/11/2024,v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/file/20643/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20642/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/file/20641/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20640/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20639/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20638/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii.-recaudacion.xls,https://www.bps.gub.uy/bps/file/20637/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-abril-2023.xls,https://www.bps.gub.uy/bps/file/20636/3/i.-ingresos-y-egresos-globales.-abril-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,,06/11/2024,v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/file/20444/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20443/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/file/20442/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20441/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20440/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20439/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii.-recaudacion.-marzo-2023.xls,https://www.bps.gub.uy/bps/file/20438/1/ii.-recaudacion.-marzo-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-marzo-2023.xls,https://www.bps.gub.uy/bps/file/20437/3/i.-ingresos-y-egresos-globales.-marzo-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,,06/11/2024,v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/file/20417/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20416/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/file/20415/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20414/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20413/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20412/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii.-recaudacion.xls,https://www.bps.gub.uy/bps/file/20411/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-febrero-2023.xls,https://www.bps.gub.uy/bps/file/20410/3/i.-ingresos-y-egresos-globales.-febrero-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,Régimen de Ahorro Individual,xls,,06/11/2024,v.-regimen-de-ahorro-individual.-enero-2023.xls,https://www.bps.gub.uy/bps/file/20276/1/v.-regimen-de-ahorro-individual.-enero-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii.-recaudacion.xls,https://www.bps.gub.uy/bps/file/20275/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20274/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20273/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20272/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/file/20271/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20270/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-enero-2023.xls,https://www.bps.gub.uy/bps/file/20269/2/i.-ingresos-y-egresos-globales.-enero-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,,06/11/2024,v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/file/20230/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20229/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/file/20228/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20227/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20226/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20225/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii.-recaudacion.-diciembre-2022.xls,https://www.bps.gub.uy/bps/file/20224/2/ii.-recaudacion.-diciembre-2022.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-diciembre-2022.xls,https://www.bps.gub.uy/bps/file/20223/2/i.-ingresos-y-egresos-globales.-diciembre-2022.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,,06/11/2024,v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/file/20167/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,,06/11/2024,iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/file/20166/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,,11/11/2024,iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/file/20163/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,,11/11/2024,iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/file/20162/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,,11/11/2024,iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/file/20161/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,,11/11/2024,iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/file/20160/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,,06/11/2024,ii.-recaudacion.xls,https://www.bps.gub.uy/bps/file/20159/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,,11/11/2024,i.-ingresos-y-egresos-globales.-noviembre-2022.xls,https://www.bps.gub.uy/bps/file/20158/2/i.-ingresos-y-egresos-globales.-noviembre-2022.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
